timestamps,TP9,AF7,AF8,TP10,Right AUX,label
1533222609.637,9.277,36.621,-191.406,21.973,-16.602,0
1533222609.641,14.160,38.086,-136.719,16.602,15.625,0
1533222609.645,5.371,35.156,272.949,10.254,-11.230,0
1533222609.649,-5.371,28.809,400.879,0.000,9.766,0
1533222609.653,-11.230,29.785,257.324,-0.488,29.297,0
1533222609.657,-20.996,30.762,-61.523,-6.836,81.543,0
1533222609.661,-18.066,26.367,-134.277,-9.766,126.953,0
1533222609.665,-9.766,23.438,124.023,-8.301,35.156,0
1533222609.669,9.766,27.344,323.730,2.930,-33.203,0
1533222609.672,9.766,29.297,291.016,11.230,-14.648,0
1533222609.676,-0.977,32.227,-58.594,14.160,8.301,0
1533222609.680,3.418,31.738,-222.168,15.137,6.836,0
1533222609.684,25.879,28.809,98.145,16.602,-4.395,0
1533222609.688,41.016,28.320,381.348,25.879,56.641,0
1533222609.692,34.668,29.297,354.004,27.344,33.203,0
1533222609.696,16.602,29.785,47.852,27.344,21.484,0
1533222609.700,8.301,30.762,-141.602,30.273,69.824,0
1533222609.704,26.367,31.250,128.906,29.785,74.707,0
1533222609.708,43.945,25.879,358.398,31.738,68.359,0
1533222609.711,39.062,28.320,288.086,36.621,52.734,0
1533222609.715,20.020,31.250,-14.648,33.691,-22.949,0
1533222609.719,17.578,27.832,-291.992,32.227,11.230,0
1533222609.723,30.762,30.273,0.977,36.621,61.523,0
1533222609.727,47.852,30.762,404.297,39.062,63.477,0
1533222609.731,41.992,28.809,232.910,43.945,32.715,0
1533222609.735,23.926,29.785,21.484,44.434,-14.160,0
1533222609.739,21.973,35.645,-229.492,34.668,9.766,0
1533222609.743,29.297,35.645,-104.492,34.180,6.836,0
1533222609.747,39.551,32.227,373.535,43.457,-8.301,0
1533222609.751,41.016,34.180,363.281,42.480,-7.812,0
1533222609.754,25.391,35.645,108.887,39.551,17.578,0
1533222609.758,14.648,34.180,-157.715,37.109,10.742,0
1533222609.762,27.832,31.738,-49.316,35.156,-3.906,0
1533222609.766,51.270,33.691,270.508,35.645,30.762,0
1533222609.770,54.199,33.691,332.520,40.527,61.523,0
1533222609.774,44.434,33.203,116.211,46.875,36.133,0
1533222609.778,28.809,35.645,-266.113,40.527,9.277,0
1533222609.782,25.391,33.691,-192.383,34.668,54.688,0
1533222609.786,44.434,34.668,268.066,38.574,48.340,0
1533222609.790,41.504,37.598,371.582,38.086,3.906,0
1533222609.794,22.461,32.715,170.410,32.227,-3.418,0
1533222609.797,14.648,37.598,-237.305,33.691,-29.297,0
1533222609.801,21.973,42.480,-220.215,36.133,-30.273,0
1533222609.805,34.180,38.086,233.887,35.156,15.137,0
1533222609.809,40.039,37.598,349.609,35.645,35.645,0
1533222609.813,31.250,35.645,188.965,34.668,60.059,0
1533222609.817,14.160,34.180,-183.594,35.645,4.883,0
1533222609.821,15.625,34.668,-218.750,32.715,-25.391,0
1533222609.825,32.715,33.203,54.688,34.180,1.465,0
1533222609.829,42.969,35.156,271.973,41.992,-2.930,0
1533222609.833,41.016,35.156,254.883,42.969,41.504,0
1533222609.836,29.785,39.062,-134.277,37.598,46.387,0
1533222609.840,24.414,42.480,-280.273,30.762,37.598,0
1533222609.844,31.738,37.109,144.043,28.809,56.641,0
1533222609.848,41.016,35.156,428.223,30.273,64.453,0
1533222609.852,37.109,35.645,246.582,32.227,8.301,0
1533222609.856,20.508,35.156,-43.945,31.738,21.973,0
1533222609.860,15.625,34.668,-180.176,32.227,69.824,0
1533222609.864,22.949,32.227,21.484,33.203,-15.625,0
1533222609.868,40.039,31.738,284.668,35.645,-7.324,0
1533222609.872,44.434,36.133,196.289,40.527,22.461,0
1533222609.876,26.367,43.457,-52.246,40.039,16.602,0
1533222609.879,41.016,48.340,-111.816,49.805,49.316,0
1533222609.883,57.129,44.434,92.773,52.246,20.508,0
1533222609.887,43.457,32.715,332.520,31.250,20.020,0
1533222609.891,32.715,29.785,249.512,20.508,20.996,0
1533222609.895,18.555,29.785,78.613,20.020,25.391,0
1533222609.899,5.371,25.879,-186.523,17.090,85.938,0
1533222609.903,10.254,24.414,-41.016,14.160,56.641,0
1533222609.907,14.648,22.461,384.277,7.812,24.414,0
1533222609.911,14.648,25.391,350.098,1.465,-0.488,0
1533222609.915,5.859,27.832,135.742,1.953,-17.090,0
1533222609.919,-4.395,27.344,-246.094,-2.441,-5.859,0
1533222609.922,2.441,25.879,-76.660,-5.371,46.387,0
1533222609.926,23.438,20.996,376.465,0.000,-5.859,0
1533222609.930,31.738,23.926,396.484,12.207,-31.738,0
1533222609.934,11.230,25.879,208.008,14.648,28.320,0
1533222609.938,3.418,26.855,-107.422,8.301,27.832,0
1533222609.942,7.812,28.320,-21.484,9.277,27.832,0
1533222609.946,23.438,28.809,279.297,11.719,61.523,0
1533222609.950,33.203,29.785,365.723,16.602,70.801,0
1533222609.954,16.113,25.391,241.211,13.184,61.523,0
1533222609.958,2.441,21.484,-92.773,8.301,47.363,0
1533222609.961,10.742,25.879,-104.004,14.160,-2.930,0
1533222609.965,26.855,29.297,207.520,16.113,31.250,0
1533222609.969,30.762,24.902,340.332,18.555,60.059,0
1533222609.973,24.902,24.902,299.316,23.438,27.344,0
1533222609.977,6.836,26.855,-54.199,20.996,4.395,0
1533222609.981,7.812,29.785,-187.012,20.508,33.203,0
1533222609.985,34.180,28.809,316.895,25.391,81.543,0
1533222609.989,45.410,27.344,524.902,28.320,94.238,0
1533222609.993,38.574,27.832,305.664,30.273,53.223,0
1533222609.997,26.855,32.715,-42.969,34.668,6.836,0
1533222610.001,20.508,29.785,-142.090,33.203,-25.879,0
1533222610.004,27.832,24.902,152.344,30.273,-13.184,0
1533222610.008,40.039,27.832,382.812,34.180,-10.254,0
1533222610.012,38.574,26.367,274.902,33.203,5.371,0
1533222610.016,30.273,26.855,-41.016,33.203,-7.324,0
1533222610.020,27.832,29.297,-197.754,34.668,-15.137,0
1533222610.024,46.387,29.785,180.176,37.109,3.418,0
1533222610.028,63.965,31.738,518.555,37.109,12.695,0
1533222610.032,56.641,34.180,382.812,36.621,20.020,0
1533222610.036,41.992,37.109,82.520,40.039,37.598,0
1533222610.040,35.156,35.645,-99.609,35.156,46.387,0
1533222610.044,49.316,37.109,117.188,39.551,16.602,0
1533222610.047,62.012,33.691,365.234,42.969,18.555,0
1533222610.051,59.082,31.250,322.266,38.086,-11.719,0
1533222610.055,42.969,30.762,109.375,37.109,31.250,0
1533222610.059,30.762,25.879,-162.598,28.809,48.340,0
1533222610.063,42.969,27.344,-42.480,31.738,3.418,0
1533222610.067,57.617,31.738,361.328,46.875,75.684,0
1533222610.071,57.617,36.133,391.602,51.758,19.043,0
1533222610.075,43.457,34.180,174.805,46.875,-47.363,0
1533222610.079,30.273,32.227,-167.969,41.992,19.531,0
1533222610.083,32.227,32.227,-67.383,43.945,12.207,0
1533222610.086,51.758,29.297,353.027,46.875,-73.730,0
1533222610.090,56.641,28.809,388.672,45.410,-81.055,0
1533222610.094,39.062,28.320,206.543,46.387,12.695,0
1533222610.098,25.391,28.809,-56.152,41.992,48.340,0
1533222610.102,29.785,28.320,26.855,36.133,74.707,0
1533222610.106,45.410,29.785,210.449,38.086,62.988,0
1533222610.110,50.293,28.320,311.523,40.527,42.969,0
1533222610.114,39.551,24.902,210.449,38.086,49.316,0
1533222610.118,27.832,24.414,-166.016,34.180,7.812,0
1533222610.122,27.344,22.949,-47.363,26.855,18.066,0
1533222610.126,48.828,27.344,320.312,26.367,28.320,0
1533222610.129,54.688,30.273,409.668,27.832,79.102,0
1533222610.133,37.109,33.203,263.672,32.715,107.422,0
1533222610.137,26.855,35.156,-153.320,29.297,80.566,0
1533222610.141,30.273,35.156,-234.863,21.484,47.852,0
1533222610.145,39.062,32.715,237.793,20.996,-7.812,0
1533222610.149,46.387,31.738,418.457,23.438,-7.324,0
1533222610.153,36.621,33.691,213.867,26.855,47.363,0
1533222610.157,14.648,31.250,-157.227,20.996,-9.766,0
1533222610.161,12.207,30.273,-205.566,12.695,-6.348,0
1533222610.165,26.855,30.273,256.348,18.555,60.059,0
1533222610.168,33.691,27.832,475.586,29.785,59.570,0
1533222610.172,28.320,25.879,240.234,26.855,33.691,0
1533222610.176,18.066,31.250,-74.219,25.391,10.742,0
1533222610.180,10.742,31.738,-149.414,21.973,4.883,0
1533222610.184,28.809,25.391,122.070,21.973,25.391,0
1533222610.188,49.805,24.414,287.598,35.645,-5.859,0
1533222610.192,40.039,24.902,223.633,38.574,-33.203,0
1533222610.196,25.879,24.902,-41.992,34.180,-20.508,0
1533222610.200,24.414,23.926,-234.375,34.180,0.000,0
1533222610.204,33.691,20.508,15.625,28.809,42.969,0
1533222610.208,50.781,24.902,355.469,26.367,74.707,0
1533222610.211,41.992,30.273,331.055,28.809,87.402,0
1533222610.215,27.344,27.832,4.395,25.879,7.812,0
1533222610.219,22.949,21.973,-325.195,16.602,27.344,0
1533222610.223,28.809,20.508,-81.055,12.207,56.641,0
1533222610.227,46.387,28.320,340.332,22.949,41.016,0
1533222610.231,44.434,30.273,280.273,24.902,57.617,0
1533222610.235,25.879,30.762,59.082,23.438,29.297,0
1533222610.239,18.555,33.691,-197.266,21.484,-25.391,0
1533222610.243,27.344,36.133,-49.316,22.461,-17.090,0
1533222610.247,39.062,35.156,170.410,24.414,12.695,0
1533222610.251,38.574,31.738,173.340,26.855,-19.043,0
1533222610.254,27.832,26.367,114.258,26.367,-58.105,0
1533222610.258,9.766,25.879,-200.684,20.020,9.277,0
1533222610.262,8.301,25.879,-155.762,20.996,97.168,0
1533222610.266,32.227,24.902,302.734,25.391,62.500,0
1533222610.270,40.527,29.297,295.898,28.320,-30.762,0
1533222610.274,24.902,34.668,71.777,27.832,-32.715,0
1533222610.278,10.742,34.180,-181.641,26.855,3.418,0
1533222610.282,10.742,30.273,-125.488,26.367,13.672,0
1533222610.286,27.344,31.250,127.930,28.320,6.836,0
1533222610.290,33.691,27.832,200.684,29.297,-75.195,0
1533222610.293,26.367,23.926,117.676,31.250,-2.930,0
1533222610.297,19.531,26.367,-221.680,28.320,71.289,0
1533222610.301,16.602,25.879,-285.156,20.020,26.855,0
1533222610.305,38.086,28.320,178.711,25.391,5.859,0
1533222610.309,53.711,33.203,369.141,28.809,27.832,0
1533222610.313,44.922,35.645,197.266,28.320,76.660,0
1533222610.317,29.297,36.621,-199.219,26.855,55.664,0
1533222610.321,25.391,36.133,-304.199,23.438,-0.977,0
1533222610.325,34.180,32.715,62.012,26.367,7.324,0
1533222610.329,40.527,30.762,220.215,33.691,-22.461,0
1533222610.333,41.504,32.715,170.898,34.180,15.137,0
1533222610.336,23.438,34.180,-99.121,28.320,112.793,0
1533222610.340,8.789,32.227,-355.469,29.297,24.414,0
1533222610.344,22.949,34.668,-71.777,32.715,-15.625,0
1533222610.348,44.434,30.273,299.805,29.785,40.039,0
1533222610.352,37.109,20.508,268.066,22.949,57.617,0
1533222610.356,16.602,20.508,-119.629,17.578,41.016,0
1533222610.360,13.184,25.391,-312.500,17.578,9.766,0
1533222610.364,27.344,26.367,-20.020,26.367,-14.648,0
1533222610.368,44.434,25.391,239.258,32.715,5.859,0
1533222610.372,45.898,32.227,232.910,32.227,60.059,0
1533222610.376,29.785,35.645,-72.754,30.273,30.762,0
1533222610.379,23.926,32.715,-286.621,23.438,15.137,0
1533222610.383,39.062,30.762,-67.871,22.949,0.488,0
1533222610.387,52.734,30.273,146.973,25.391,-13.184,0
1533222610.391,50.781,26.367,134.766,21.973,-37.109,0
1533222610.395,37.109,26.855,-47.363,20.020,-22.461,0
1533222610.399,23.438,31.250,-195.801,16.602,63.965,0
1533222610.403,33.203,33.203,-22.949,24.902,64.453,0
1533222610.407,47.363,31.250,276.367,29.297,67.871,0
1533222610.411,44.434,29.297,245.605,20.996,52.734,0
1533222610.415,30.273,26.855,32.715,19.043,43.945,0
1533222610.418,14.648,25.879,-364.746,14.648,19.043,0
1533222610.422,19.531,28.809,-347.168,14.648,-25.391,0
1533222610.426,37.109,29.297,250.977,20.996,-33.203,0
1533222610.430,39.551,24.902,366.211,20.508,-10.254,0
1533222610.434,33.203,29.297,41.016,22.461,19.043,0
1533222610.438,29.785,33.691,-311.035,25.879,48.828,0
1533222610.442,26.855,29.297,-242.188,29.785,31.738,0
1533222610.446,39.551,28.809,242.676,39.062,31.738,0
1533222610.450,47.852,27.344,376.465,43.945,81.543,0
1533222610.454,29.785,23.926,60.547,34.180,84.473,0
1533222610.458,10.254,19.043,-308.594,25.391,15.625,0
1533222610.461,20.020,22.461,-186.035,33.691,-24.902,0
1533222610.465,40.039,22.461,163.574,38.086,32.227,0
1533222610.469,48.828,21.484,259.766,37.109,41.016,0
1533222610.473,43.945,26.367,110.840,38.574,15.137,0
1533222610.477,32.227,29.785,-226.562,36.621,1.953,0
1533222610.481,30.273,29.785,-314.453,31.738,19.043,0
1533222610.485,37.598,24.902,29.785,30.762,34.668,0
1533222610.489,47.363,26.367,273.438,36.133,26.367,0
1533222610.493,44.922,29.297,202.148,35.645,34.180,0
1533222610.497,28.809,30.762,-151.367,30.762,35.156,0
1533222610.501,22.949,28.320,-391.602,25.391,27.832,0
1533222610.504,31.250,25.391,28.320,27.344,-3.906,0
1533222610.508,41.016,26.367,392.578,27.832,61.523,0
1533222610.512,35.156,26.367,211.914,25.391,100.586,0
1533222610.516,19.531,23.926,-134.277,19.043,31.738,0
1533222610.520,19.531,25.391,-262.207,14.160,-15.137,0
1533222610.524,26.367,27.832,-17.090,16.113,-38.086,0
1533222610.528,38.574,32.227,180.664,22.461,8.301,0
1533222610.532,41.504,28.320,197.266,24.414,82.031,0
1533222610.536,26.855,28.320,37.598,20.020,109.863,0
1533222610.540,23.438,31.738,-344.238,20.020,71.777,0
1533222610.543,30.762,24.902,-135.742,23.926,28.809,0
1533222610.547,38.574,25.391,344.238,25.391,52.246,0
1533222610.551,36.621,25.879,262.207,24.902,33.691,0
1533222610.555,19.531,29.297,0.000,26.367,48.340,0
1533222610.559,16.113,32.227,-206.055,26.367,103.516,0
1533222610.563,32.715,27.344,-79.102,26.367,60.059,0
1533222610.567,48.828,25.391,151.367,26.855,39.062,0
1533222610.571,46.875,24.414,161.621,24.902,36.621,0
1533222610.575,25.879,25.879,-20.508,25.391,11.230,0
1533222610.579,5.859,26.855,-352.051,20.020,-1.953,0
1533222610.583,11.230,23.926,-186.523,17.090,3.418,0
1533222610.586,40.039,22.949,300.293,22.949,-27.832,0
1533222610.590,49.316,25.391,362.793,30.762,8.301,0
1533222610.594,30.273,25.391,120.605,31.250,72.754,0
1533222610.598,17.090,26.855,-194.824,25.879,62.500,0
1533222610.602,22.949,32.715,-109.375,31.738,95.215,0
1533222610.606,40.039,34.668,133.301,32.227,33.203,0
1533222610.610,41.992,33.203,200.684,27.344,-42.480,0
1533222610.614,25.879,32.715,68.848,28.320,-38.574,0
1533222610.618,10.742,29.785,-208.984,26.367,-9.277,0
1533222610.622,18.066,31.250,-227.051,21.973,19.043,0
1533222610.626,38.574,31.250,48.340,19.531,-33.691,0
1533222610.629,39.551,30.762,247.070,21.484,-27.832,0
1533222610.633,30.762,35.645,250.000,19.531,17.090,0
1533222610.637,23.926,39.551,-159.668,12.207,-20.508,0
1533222610.641,18.555,35.645,-305.176,3.906,-1.953,0
1533222610.645,34.180,39.551,199.219,7.324,47.363,0
1533222610.649,45.898,40.039,390.137,14.160,33.691,0
1533222610.653,31.738,34.668,216.797,13.184,44.434,0
1533222610.657,19.531,39.062,-160.156,17.090,23.926,0
1533222610.661,17.578,35.645,-253.906,16.602,-9.766,0
1533222610.665,30.273,30.273,87.402,15.625,20.508,0
1533222610.668,41.016,33.691,217.285,21.484,48.340,0
1533222610.672,32.715,32.227,166.016,19.531,61.523,0
1533222610.676,19.043,30.762,-53.711,19.531,43.457,0
1533222610.680,15.137,31.250,-212.402,18.555,83.496,0
1533222610.684,26.367,28.809,37.598,23.438,80.566,0
1533222610.688,42.480,29.297,271.973,36.621,-24.414,0
1533222610.692,39.062,27.832,258.789,41.504,-29.297,0
1533222610.696,31.738,24.414,17.578,48.340,54.688,0
1533222610.700,30.762,33.203,-282.715,41.504,90.820,0
1533222610.704,31.738,41.016,-1.465,20.508,92.773,0
1533222610.708,34.180,38.086,312.988,16.113,19.531,0
1533222610.711,36.621,36.133,272.949,23.926,26.855,0
1533222610.715,23.926,30.762,-18.066,24.414,107.422,0
1533222610.719,13.184,31.738,-237.793,20.020,62.988,0
1533222610.723,30.273,32.227,-25.391,28.809,-61.523,0
1533222610.727,51.758,28.320,282.715,34.180,-38.086,0
1533222610.731,48.828,28.320,282.227,32.715,-16.113,0
1533222610.735,30.273,29.297,42.969,31.250,-50.293,0
1533222610.739,19.531,31.738,-273.438,24.414,54.688,0
1533222610.743,25.391,32.715,-138.672,22.461,71.777,0
1533222610.747,50.293,33.203,322.754,31.738,37.598,0
1533222610.750,51.270,30.273,320.801,31.250,39.062,0
1533222610.754,33.691,31.250,89.844,26.367,34.180,0
1533222610.758,26.855,35.645,-166.504,26.367,44.434,0
1533222610.762,35.645,35.645,-144.043,25.391,71.777,0
1533222610.766,54.199,38.086,130.371,27.344,36.133,0
1533222610.770,66.406,41.992,312.988,29.785,22.949,0
1533222610.774,53.711,39.062,178.223,33.203,20.996,0
1533222610.778,33.203,35.156,-262.695,31.738,-2.441,0
1533222610.782,38.086,34.180,-295.898,23.926,-3.906,0
1533222610.786,51.270,34.180,231.445,23.926,-2.930,0
1533222610.790,46.387,33.691,367.188,25.391,-8.301,0
1533222610.793,34.180,34.180,97.656,25.391,-20.508,0
1533222610.797,19.531,35.156,-200.195,23.926,-3.906,0
1533222610.801,19.043,35.156,-179.688,25.391,-43.457,0
1533222610.805,36.133,34.668,125.000,25.879,-28.809,0
1533222610.809,46.387,30.762,197.266,23.438,0.488,0
1533222610.813,37.598,25.879,121.094,23.438,15.137,0
1533222610.817,30.273,27.344,-118.652,18.555,25.391,0
1533222610.821,30.273,30.273,-228.516,13.184,38.086,0
1533222610.825,36.621,33.691,123.047,15.137,-9.277,0
1533222610.829,50.293,37.109,322.754,21.973,-13.184,0
1533222610.833,40.039,32.715,228.516,20.996,41.992,0
1533222610.836,23.926,26.855,-140.625,19.531,19.043,0
1533222610.840,21.973,25.879,-260.742,17.090,33.203,0
1533222610.844,36.133,21.484,93.750,17.090,63.965,0
1533222610.848,46.387,19.531,277.832,20.020,48.340,0
1533222610.852,38.086,25.879,161.133,22.461,49.805,0
1533222610.856,26.367,25.879,-136.230,23.438,7.324,0
1533222610.860,19.043,22.949,-376.953,16.113,-9.766,0
1533222610.864,28.320,21.484,-37.598,16.602,28.809,0
1533222610.868,43.945,22.949,357.910,23.438,-23.438,0
1533222610.872,40.039,24.414,304.688,20.508,-9.766,0
1533222610.875,28.320,22.461,14.648,18.066,40.039,0
1533222610.879,17.090,27.344,-225.098,21.973,40.039,0
1533222610.883,25.879,27.344,-56.152,21.484,17.090,0
1533222610.887,44.922,25.879,212.891,23.438,42.480,0
1533222610.891,48.340,29.297,203.125,26.367,27.832,0
1533222610.895,40.039,31.250,-22.461,22.461,7.812,0
1533222610.899,25.391,31.250,-207.520,20.996,78.125,0
1533222610.903,32.227,28.809,-171.387,24.414,52.246,0
1533222610.907,50.293,30.273,131.836,25.879,91.309,0
1533222610.911,52.734,30.762,208.984,29.785,92.285,0
1533222610.915,35.645,35.156,74.707,28.320,10.742,0
1533222610.918,23.438,32.227,-283.691,20.020,7.812,0
1533222610.922,27.344,23.926,-234.863,18.555,62.988,0
1533222610.926,42.969,26.367,258.301,18.066,57.617,0
1533222610.930,48.340,27.832,291.992,20.020,1.953,0
1533222610.934,35.156,26.367,99.609,19.531,38.574,0
1533222610.938,20.020,23.438,-191.406,15.625,66.895,0
1533222610.942,21.973,23.438,-188.477,14.160,28.809,0
1533222610.946,38.086,25.879,82.520,12.207,-39.551,0
1533222610.950,44.922,23.926,185.059,15.625,19.043,0
1533222610.954,40.039,20.996,54.688,19.043,52.246,0
1533222610.958,26.855,20.508,-179.199,11.230,54.688,0
1533222610.961,25.879,20.508,-229.492,8.301,60.547,0
1533222610.965,39.551,22.461,37.109,12.207,-4.883,0
1533222610.969,45.410,24.902,266.602,16.113,9.766,0
1533222610.973,37.109,27.344,149.902,18.555,26.367,0
1533222610.977,24.414,25.391,-242.676,21.484,16.602,0
1533222610.981,22.461,23.926,-303.711,19.531,20.020,0
1533222610.985,37.109,23.926,46.875,17.578,-19.531,0
1533222610.989,55.176,23.926,268.066,24.414,30.273,0
1533222610.993,45.898,22.461,166.992,24.902,54.688,0
1533222610.997,25.879,25.391,-254.883,18.066,2.930,0
1533222611.000,25.391,27.832,-283.691,21.484,52.246,0
1533222611.004,40.527,27.832,61.035,27.344,39.062,0
1533222611.008,52.246,29.297,226.074,28.320,7.812,0
1533222611.012,55.664,28.809,163.574,34.668,6.836,0
1533222611.016,39.551,27.344,-95.703,37.109,40.039,0
1533222611.020,17.090,23.926,-461.914,18.066,49.316,0
1533222611.024,24.414,17.090,-209.961,8.301,-41.016,0
1533222611.028,36.621,18.555,365.234,20.508,-6.348,0
1533222611.032,37.598,22.949,281.738,27.832,9.277,0
1533222611.036,20.020,22.461,-84.961,25.879,-26.855,0
1533222611.040,12.695,21.973,-264.160,23.926,0.977,0
1533222611.043,26.367,22.949,-116.211,20.508,38.574,0
1533222611.047,41.016,19.043,139.160,23.926,7.324,0
1533222611.051,42.969,18.066,242.188,26.367,-29.785,0
1533222611.055,18.066,23.926,10.742,20.996,22.461,0
1533222611.059,6.836,23.926,-254.395,18.066,63.477,0
1533222611.063,15.137,21.484,-78.125,20.020,83.984,0
1533222611.067,23.438,23.926,188.965,23.438,53.711,0
1533222611.071,30.273,26.855,216.309,31.738,38.574,0
1533222611.075,24.414,29.297,-11.230,40.039,50.781,0
1533222611.079,9.277,27.344,-422.363,35.156,38.086,0
1533222611.083,20.508,25.879,-238.770,28.320,35.156,0
1533222611.086,39.062,26.367,228.516,28.320,14.160,0
1533222611.090,39.062,25.879,175.293,29.297,-6.348,0
1533222611.094,29.785,28.809,-4.883,27.344,-10.742,0
1533222611.098,20.996,30.762,-216.309,25.391,-9.277,0
1533222611.102,21.973,32.715,-154.297,18.066,-6.836,0
1533222611.106,40.039,34.180,162.109,14.160,8.301,0
1533222611.110,45.898,31.738,221.680,22.949,4.883,0
1533222611.114,33.691,29.785,125.977,25.391,70.312,0
1533222611.118,20.020,30.762,-299.805,19.531,71.777,0
1533222611.122,20.020,29.297,-377.930,16.602,26.367,0
1533222611.125,34.668,27.344,115.723,20.996,7.812,0
1533222611.129,40.527,28.320,287.598,28.320,29.785,0
1533222611.133,34.180,26.367,102.051,29.785,56.641,0
1533222611.137,17.090,25.391,-266.113,20.996,93.262,0
1533222611.141,7.812,31.738,-333.008,11.230,115.234,0
1533222611.145,40.527,34.180,97.168,27.344,60.059,0
1533222611.149,61.035,32.715,330.078,37.109,51.758,0
1533222611.153,18.066,32.227,101.074,5.859,37.598,0
1533222611.157,-16.602,27.344,-222.656,-6.348,51.270,0
1533222611.161,-11.719,24.902,-285.156,-0.977,32.715,0
1533222611.165,-4.883,33.203,-6.348,-11.230,35.645,0
1533222611.168,-11.230,34.668,222.168,-23.438,42.480,0
1533222611.172,-18.555,21.973,160.645,-27.344,17.578,0
1533222611.176,-37.598,20.508,-136.719,-38.574,48.340,0
1533222611.180,-41.016,25.391,-339.355,-47.852,-9.277,0
1533222611.184,-28.809,23.438,-110.352,-52.246,12.207,0
1533222611.188,-14.648,25.879,176.758,-49.805,72.266,0
1533222611.192,-23.926,26.855,189.941,-51.758,53.711,0
1533222611.196,-49.316,25.391,-16.602,-52.734,66.406,0
1533222611.200,-49.316,24.414,-372.559,-44.922,41.016,0
1533222611.204,-43.945,21.484,-145.996,-46.875,14.160,0
1533222611.208,-20.020,18.555,332.031,-33.691,55.664,0
1533222611.211,-4.883,19.531,266.113,-13.184,61.035,0
1533222611.215,-22.461,22.949,-34.180,-13.672,32.227,0
1533222611.219,-28.809,24.414,-277.344,-20.020,12.207,0
1533222611.223,-9.766,20.996,-91.309,-14.648,9.277,0
1533222611.227,14.648,23.926,191.895,-1.953,34.180,0
1533222611.231,16.602,24.902,139.648,0.977,30.762,0
1533222611.235,7.324,20.508,-20.996,-0.977,21.484,0
1533222611.239,0.977,19.043,-341.309,3.418,-40.527,0
1533222611.243,7.812,23.438,-225.098,4.395,-43.457,0
1533222611.247,22.949,22.949,304.199,3.906,47.852,0
1533222611.250,22.461,21.973,357.422,8.789,66.895,0
1533222611.254,10.254,26.367,109.375,15.137,55.176,0
1533222611.258,-2.441,28.320,-223.145,16.113,27.344,0
1533222611.262,3.906,27.344,-153.320,17.578,34.668,0
1533222611.266,24.414,24.902,146.484,18.066,45.898,0
1533222611.270,39.551,26.367,199.707,21.973,-26.855,0
1533222611.274,34.180,25.879,74.707,24.414,-32.715,0
1533222611.278,15.137,31.250,-333.984,18.555,-14.648,0
1533222611.282,20.508,31.250,-337.891,17.090,-3.418,0
1533222611.286,36.133,23.926,187.500,18.555,-34.180,0
1533222611.290,41.016,28.320,354.492,22.949,-19.531,0
1533222611.293,37.109,32.715,140.625,30.762,-23.438,0
1533222611.297,23.438,30.762,-174.805,34.668,-9.277,0
1533222611.301,19.531,32.227,-231.934,36.133,48.340,0
1533222611.305,32.715,29.297,40.527,36.621,47.363,0
1533222611.309,35.645,28.320,263.672,33.203,23.926,0
1533222611.313,26.367,31.738,173.828,35.156,16.113,0
1533222611.317,9.766,28.809,-136.719,30.273,81.055,0
1533222611.321,5.859,27.832,-249.023,22.461,70.312,0
1533222611.325,21.973,28.320,-15.137,21.973,61.523,0
1533222611.329,37.109,31.250,197.754,21.484,34.668,0
1533222611.332,40.039,33.203,246.582,25.879,0.977,0
1533222611.336,23.926,30.762,-94.727,25.391,-0.488,0
1533222611.340,16.113,31.250,-388.184,23.438,3.418,0
1533222611.344,34.668,34.668,3.906,24.414,10.742,0
1533222611.348,52.734,36.621,364.746,20.996,-0.977,0
1533222611.352,41.992,33.203,270.020,17.578,5.371,0
1533222611.356,27.344,34.180,-31.738,14.648,25.391,0
1533222611.360,29.297,38.086,-275.391,12.695,18.066,0
1533222611.364,38.574,36.133,-26.855,10.742,2.930,0
1533222611.368,66.895,39.062,265.625,28.320,5.859,0
1533222611.372,64.941,37.109,179.199,41.016,-0.977,0
1533222611.375,23.926,25.879,-48.340,23.438,4.883,0
1533222611.379,9.766,22.461,-317.383,14.648,-16.113,0
1533222611.383,17.090,21.973,-49.805,18.555,-2.930,0
1533222611.387,25.391,16.113,411.621,23.926,30.273,0
1533222611.391,19.043,10.254,323.242,31.738,-7.812,0
1533222611.395,0.000,10.742,59.570,25.391,-4.395,0
1533222611.399,-12.695,11.230,-150.879,21.973,41.992,0
1533222611.403,-4.883,9.277,-29.297,21.484,55.664,0
1533222611.407,10.742,6.836,208.496,23.926,13.672,0
1533222611.411,13.184,9.766,291.504,36.621,14.648,0
1533222611.415,13.184,13.184,67.383,32.715,55.664,0
1533222611.418,9.766,15.625,-260.254,24.414,32.227,0
1533222611.422,17.090,20.508,-111.328,24.902,20.020,0
1533222611.426,38.086,17.090,242.188,27.344,-7.324,0
1533222611.430,39.551,18.066,311.035,31.250,-26.855,0
1533222611.434,29.785,24.902,165.527,36.133,-19.531,0
1533222611.438,22.949,25.391,-222.656,29.785,-2.441,0
1533222611.442,25.879,24.902,-258.301,25.879,4.883,0
1533222611.446,50.293,23.438,277.832,23.926,26.855,0
1533222611.450,67.871,25.391,440.918,25.391,101.562,0
1533222611.454,58.105,27.832,205.078,27.344,108.398,0
1533222611.457,41.504,23.926,-157.715,20.996,35.156,0
1533222611.461,33.691,22.461,-160.156,17.090,47.363,0
